City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Rain inches(last 3hrs),Snow inches(last 3hrs),Current Description
528,Xuddur,SO,1/5/2020 11:21,4.12,43.89,92.34,31,0,8.52,0,0,clear sky
529,Horsham,AU,1/5/2020 11:21,-36.71,142.2,61.43,37,100,12.82,0,0,overcast clouds
530,Ikom,NG,1/5/2020 11:21,5.96,8.72,98.31,20,16,3.29,0,0,few clouds
531,Svetlogorsk,RU,1/5/2020 11:21,53.14,59.15,26.6,73,40,8.95,0,0,scattered clouds
532,Deputatskiy,RU,1/5/2020 11:21,69.3,139.9,-14.44,79,6,3.49,0,0,clear sky
533,Bathsheba,BB,1/5/2020 11:21,13.22,-59.52,75.2,78,40,6.93,0,0,scattered clouds
534,Dolni Bousov,CZ,1/5/2020 11:21,50.44,15.13,41,64,20,8.05,0,0,few clouds
535,Hofn,IS,1/5/2020 11:21,64.25,-15.21,43.77,66,63,38.79,0,0.5,light rain
536,Yantal,RU,1/5/2020 11:21,56.85,105.25,5.65,94,46,5.5,0,0,scattered clouds
537,Takoradi,GH,1/5/2020 11:21,4.89,-1.75,87.53,25,54,6.93,0,0,broken clouds
538,Saint-Felicien,CA,1/5/2020 11:21,48.65,-72.45,12,72,90,21.92,0,0,light snow
539,Broome,GB,1/5/2020 11:21,52.47,1.45,46.4,81,75,8.05,0,0,broken clouds
540,Altamira,BR,1/5/2020 11:21,-3.2,-52.21,75.2,94,75,3.36,0,0,broken clouds
541,Gilgit,PK,1/5/2020 11:21,35.92,74.31,4.93,62,52,4.52,0,0,broken clouds
542,Myre,SE,1/5/2020 11:21,62.25,17.37,30.99,92,100,2.24,0,0,overcast clouds
543,Ferme-Neuve,CA,1/5/2020 11:21,46.7,-75.45,11.89,86,99,6.93,0,0,overcast clouds
544,Akcaabat,TR,1/5/2020 11:21,41.02,39.57,50,76,40,4.7,0,0,scattered clouds
545,Longyearbyen,NO,1/5/2020 11:21,78.22,15.63,-0.4,77,20,1.12,0,0,few clouds
546,Coquimbo,CL,1/5/2020 11:20,-29.95,-71.34,59,100,90,9.17,0,0,drizzle
547,Moshenskoye,RU,1/5/2020 11:21,58.52,34.59,29.3,93,93,8.75,0.31,0,light snow
548,Oistins,BB,1/5/2020 11:21,13.07,-59.53,75.2,78,40,6.93,0,0,scattered clouds
549,Naliya,IN,1/5/2020 11:21,23.26,68.83,76.33,30,0,7.38,0,0,clear sky
550,Padang,ID,1/5/2020 11:21,-0.92,100.36,71.49,95,83,1.32,0,1.44,light rain
551,Ourossogui,SN,1/5/2020 11:21,15.61,-13.32,75.2,19,0,6.93,0,0,dust
552,Marion,US,1/5/2020 11:21,35.21,-90.2,34,87,1,5.82,0,0,clear sky
553,Khuzhir,RU,1/5/2020 11:21,53.19,107.35,24.06,88,93,6.76,0,0,overcast clouds
554,Chernyshkovskiy,RU,1/5/2020 11:21,48.42,42.23,35.74,75,49,7.92,0,0,scattered clouds
555,Xiaoweizhai,CN,1/5/2020 11:21,26.23,107.51,57.58,95,100,8.72,0,0.13,light rain
556,Karratha,AU,1/5/2020 11:21,-20.74,116.85,85.28,72,95,17.13,0,0.63,light rain
557,Kytmanovo,RU,1/5/2020 11:21,53.46,85.45,23.59,87,100,6.69,0,0,overcast clouds
558,Nabire,ID,1/5/2020 11:21,-3.36,135.5,75,95,75,1.32,0,0,broken clouds
559,Oroville,US,1/5/2020 11:21,39.51,-121.56,46.4,87,40,5.82,0,0,mist
560,Durango,MX,1/5/2020 11:21,24.02,-104.67,36,85,5,1.3,0,0,clear sky
561,Iqaluit,CA,1/5/2020 11:21,63.75,-68.52,-32.01,66,20,13.87,0,0,few clouds
562,Westport,US,1/5/2020 11:21,41.14,-73.36,39.2,59,90,13.87,0,0,overcast clouds
563,Bimbo,CF,1/5/2020 11:21,4.33,18.53,80.6,28,17,4.7,0,0,haze
564,Rio Gallegos,AR,1/5/2020 11:21,-51.62,-69.22,53.6,54,40,11.41,0,0,scattered clouds
565,Roebourne,AU,1/5/2020 11:21,-20.77,117.15,85.53,59,84,14.18,0,0,broken clouds
566,Reshetylivka,UA,1/5/2020 11:21,49.56,34.08,34.61,85,100,5.7,0,0,overcast clouds
